epoch,acc,loss,val_acc,val_loss
0,0.677568969204,0.613402799384,0.692583476027,0.587858698905
1,0.721302929855,0.564115046218,0.76508989726,0.508322826855
2,0.742648631309,0.534823363158,0.765250428082,0.492756919042
3,0.752953913601,0.515971840868,0.773116438356,0.479968709514
4,0.765210650128,0.498459690447,0.815229023973,0.405358818015
5,0.776398096664,0.485623097074,0.824646832192,0.398793628439
6,0.788628100941,0.465882738442,0.714094606164,0.597356091904
7,0.795230966638,0.454399024521,0.794038955479,0.450675120194
8,0.80182046621,0.443808244897,0.823523116438,0.378716016648
9,0.807875320787,0.433347319899,0.793878424658,0.461275823593
10,0.813823246364,0.426042880547,0.847495719178,0.343257796721
11,0.815654405475,0.418779837508,0.867508561644,0.327072397921
12,0.821040953807,0.410514217931,0.870237585616,0.304000042124
13,0.825719097519,0.402398616286,0.841074486301,0.366235990792
14,0.825278015398,0.400143576864,0.877622003425,0.304306422883
15,0.828325491873,0.392967586679,0.85910744863,0.336966289973
16,0.833030367836,0.390518237004,0.865742722603,0.314324358198
17,0.833417985458,0.386964820931,0.889394263699,0.272168587868
18,0.835516467066,0.381395662409,0.888912671233,0.274288214182
19,0.837294161677,0.381290483901,0.842733304795,0.344562074463
20,0.837508019675,0.378480451225,0.865849743151,0.316022484984
21,0.840809452524,0.37540973911,0.888645119863,0.273513190997
22,0.842814371257,0.368629112387,0.889233732877,0.269753129604
23,0.842653977759,0.369399534231,0.889233732877,0.276024102514
24,0.843482677502,0.368288760248,0.890464469178,0.268715491365
25,0.842707442258,0.36986281146,0.889929366438,0.270020909339
26,0.845795017109,0.363482773514,0.896457619863,0.26224422548
27,0.84872219846,0.361053929357,0.896671660959,0.267549167783
28,0.849858319076,0.359119918959,0.89372859589,0.269011460985
29,0.848869225834,0.360144448367,0.896671660959,0.254705713405
