epoch,acc,loss,val_acc,val_loss
0,0.308405029784,1.72899231358,0.333101142388,1.66985982871
1,0.394092444877,1.55672969473,0.443577598221,1.46051803098
2,0.421122296199,1.49075660478,0.451100585125,1.39769932034
3,0.441743007457,1.44599995888,0.488297575935,1.34008403913
4,0.455675920545,1.41021711768,0.482446363906,1.34957438207
5,0.471315615323,1.38298759257,0.481053218183,1.35003052461
6,0.473057229471,1.36977657738,0.508637503485,1.31171515523
7,0.484621547275,1.34440208985,0.508219559783,1.2846051134
8,0.492598139996,1.33083955957,0.518110894408,1.24197696889
9,0.496847678469,1.32017161017,0.514628030109,1.26656574869
10,0.498833118586,1.31079388198,0.532460295355,1.21994349431
11,0.505172593956,1.2957526065,0.537336305394,1.21746513119
12,0.508551325399,1.28400590105,0.503482864324,1.27367054944
13,0.511930056766,1.27602942799,0.543466146567,1.20858948876
14,0.518478525958,1.26895656879,0.540819169702,1.20711348946
15,0.517363892875,1.26022975092,0.538729451109,1.23507836032
16,0.520533630603,1.25762149991,0.552660908331,1.16464617505
17,0.525549479303,1.24576818224,0.547645583736,1.18776884588
18,0.526385454078,1.24318505541,0.5564224018,1.15971563071
19,0.528858546132,1.23662171328,0.559905266099,1.15025522959
20,0.530495663418,1.23319961112,0.559487322391,1.14659416808
21,0.535372182999,1.22066041755,0.557397603806,1.16064160001
22,0.538541920718,1.21523326634,0.552103650058,1.16686932653
23,0.543522937139,1.2105694439,0.558372805812,1.15558176218
24,0.540039708792,1.20975655778,0.547645583732,1.18707430831
25,0.543279111134,1.20591840938,0.550571189763,1.1993824309
26,0.543279111126,1.2019555849,0.545973808877,1.1901686725
27,0.545438712603,1.19772026647,0.55572582893,1.14651957532
28,0.548747779494,1.18700999741,0.570353859022,1.12018279227
29,0.546239855129,1.18819125137,0.57327946504,1.12205796436
30,0.5489219409,1.18638315057,0.571886319326,1.11254374866
31,0.551743355746,1.18465507628,0.558512120384,1.1729308027
32,0.548190462967,1.1874049121,0.558651434957,1.14627985082
33,0.549305095967,1.17648967189,0.551267762625,1.18313079672
34,0.553484969874,1.17341742291,0.572582892187,1.11959787118
35,0.556097391101,1.16540590691,0.578016160499,1.10788834776
36,0.557351353301,1.16452362284,0.579548620802,1.10595175455
37,0.56027726505,1.1638810293,0.57216494847,1.12015325255
38,0.558291824909,1.16240526202,0.586235720256,1.09561092072
