epoch,acc,loss,val_acc,val_loss
0,0.286952752494,1.78311228925,0.352465867938,1.6429675396
1,0.348349743018,1.66120523895,0.392588464762,1.57418234174
2,0.36828905815,1.61124010053,0.422680412379,1.49772619068
3,0.386866059825,1.57326746287,0.427695736982,1.45377369464
4,0.397702644127,1.54631855264,0.432432432437,1.47134740348
5,0.412873862166,1.51452535732,0.448035664535,1.44509843798
6,0.427240076785,1.48692610738,0.436333240461,1.47169570373
7,0.437581274384,1.45790995672,0.414878796326,1.5678960442
8,0.448634590377,1.42911969474,0.454444134861,1.41402939114
9,0.456065391046,1.40865418485,0.432989690726,1.46552944167
10,0.464734658489,1.38305979766,0.505154639184,1.27212154221
11,0.476592977895,1.36670280425,0.417107829483,1.51398741495
12,0.486191095428,1.34097127715,0.52577319588,1.25602440776
13,0.490185150787,1.33262417171,0.512677626088,1.23791665066
14,0.497027679736,1.31408722642,0.508219559774,1.26014734882
15,0.501640968485,1.29973959726,0.522708275294,1.22610184774
16,0.506192333891,1.29031018205,0.519921983848,1.23357988537
17,0.508669267454,1.28363620443,0.54304820285,1.189018151
18,0.514985448016,1.26300981165,0.527166341603,1.25014503403
19,0.520403740173,1.25696168858,0.552242964622,1.17942717275
20,0.521735091971,1.24974787857,0.546670381755,1.17554166663
21,0.530528206085,1.23871088344,0.541655057127,1.19841081487
22,0.531766672863,1.23072678807,0.556979660081,1.1650427747
23,0.531023592794,1.22771364765,0.470883254393,1.36001268394
24,0.53291225463,1.21925973998,0.466703817223,1.39337035476
25,0.540281131959,1.20983023781,0.464196154922,1.40081137317
26,0.541829215431,1.19910027734,0.560601838957,1.15529324866
27,0.544089417316,1.19965986934,0.570075229877,1.13327487952
28,0.548331166018,1.189170806,0.557815547515,1.16510601654
29,0.551582141316,1.17816523951,0.57871273336,1.13186857228
30,0.550219827855,1.17722395268,0.576205071055,1.13695951762
31,0.557557743517,1.1689724859,0.55475062692,1.17582114123
32,0.561087373846,1.16106994072,0.570075229873,1.14426331402
33,0.562109108923,1.15596813806,0.567288938431,1.13671695226
34,0.562480648957,1.14999186135,0.569796600729,1.13136619235
35,0.565483930895,1.14828935568,0.578434104216,1.11026145961
36,0.570097219649,1.13611642424,0.579548620794,1.1192617417
37,0.567001052697,1.14290984544,0.556422401787,1.16168139093
38,0.57260511486,1.12593296984,0.581777653951,1.11534968174
39,0.572636076545,1.12673343004,0.57509055448,1.11577308221
40,0.575174933432,1.121825006,0.577598216807,1.12388334157
41,0.575143971765,1.11990451507,0.57592644191,1.11617798076
42,0.579912068861,1.11034668278,0.590136528289,1.09353029299
43,0.579695337176,1.109503856,0.573976037898,1.12299557956
44,0.582698619111,1.10371974865,0.580941766517,1.11308633192
45,0.583410737509,1.10270050542,0.561994984684,1.16518616108
46,0.587404792874,1.09782595017,0.581777653951,1.09763304644
47,0.583999009241,1.09449012878,0.58261354141,1.09482017235
48,0.588178834606,1.09084567732,0.592365561446,1.08735852123
49,0.590377113136,1.08518545276,0.578155475071,1.1112238735
50,0.592389621656,1.08074089725,0.581499024806,1.09792790259
51,0.593349433405,1.08076833089,0.59041515743,1.09947155033
52,0.594742708531,1.06759268688,0.570911117307,1.12558578309
53,0.597312527093,1.06700137289,0.591529674012,1.08928811221
54,0.597219642087,1.0735820176,0.579827249939,1.10381760967
55,0.599325035613,1.06297275336,0.597659515194,1.07230386547
56,0.601678122484,1.05309333824,0.590415157434,1.08681924
57,0.6050219828,1.04865610411,0.571189746456,1.13544554609
58,0.603907362689,1.05049948223,0.59041515743,1.10023014238
59,0.602699857569,1.05212044164,0.591251044868,1.098308319
60,0.605765062854,1.04545889431,0.594594594603,1.08804685693
61,0.605393522834,1.04622158731,0.59292281976,1.10210783072
62,0.612607591809,1.03584629054,0.590136528289,1.0848794675
63,0.611090469994,1.0348397471,0.592365561471,1.08902226307
64,0.610502198275,1.03424514069,0.577040958517,1.1225722788
65,0.611338163361,1.03065706655,0.565338534444,1.15441616962
66,0.614898755341,1.03084792139,0.583728057988,1.11133952697
67,0.615115487042,1.02078210222,0.592365561446,1.08113685475
68,0.61155489504,1.03044522714,0.580663137372,1.114021443
69,0.616168183788,1.02551895331,0.6037893564,1.05933955298
70,0.618428385662,1.01388376399,0.60741153528,1.06525607772
71,0.619914545792,1.01513019067,0.579269991649,1.11797463631
72,0.622422441022,1.00561491844,0.594594594603,1.07501190477
73,0.623537061126,1.00774191236,0.595151852888,1.08781796377
74,0.621462629272,1.01408933231,0.60741153528,1.05477950423
75,0.623629946141,1.00771437233,0.606297018701,1.07158228746
76,0.623970524491,1.00621230699,0.596823627785,1.08639944912
77,0.628552851577,1.00361073504,0.5951518529,1.09607071375
78,0.626818998084,0.995149813859,0.610476455846,1.05390527588
79,0.628088426535,0.995176859792,0.596266369471,1.08007380935
